user_id,rollcall_score,class_activity,discipline,total_quizzes_avg
3966,12,13.46,9.74,11.48
5865,14,5.82,14.76,7.29
8233,12,9.44,6.36,5.83
8449,6,13.1,9.45,10.88
3718,10,6.18,13.5,12.34
2564,8,10.16,7.61,9.69
6084,13,5.18,11.87,8.97
11586,10,14.85,6.09,14.89
11357,6,10.18,10.67,12.7
13467,13,12.75,13.04,7.02
13860,14,14.54,9.56,6.43
4837,9,7.95,9.18,6.28
489,5,11.7,7.12,10.49
17740,13,7.45,12.12,6.46
6456,15,7.28,7.45,5.86
833,15,13.17,8.26,14.11
17241,14,13.97,8.28,9.27
3063,15,10.57,10.77,10.25
5089,6,9.09,5.18,6.63
9814,9,14.62,8.56,14.81
16133,15,7.18,7.57,8.69
17188,8,8.74,13.62,7.86
8672,12,12.98,14.64,5.69
983,12,6.03,13.02,7.58
10092,13,13.55,11.33,14.45
6193,14,10.11,8.85,11.67
5709,14,9.06,6.57,10.73
15897,5,9.91,5.13,7.99
16448,8,7.38,8.24,13.69
10834,7,11.38,7.55,8.3
14181,7,14.29,10.5,5.71
5242,15,11.02,6.8,14.19
5581,8,14.3,12.44,7.69
14996,6,12.56,13.18,9.08
12736,9,5.44,11.26,6.51
5918,5,13.71,10.0,6.19
19123,8,7.65,8.8,7.26
1163,8,13.28,12.09,11.64
17356,9,14.39,12.38,14.42
8769,8,13.49,5.49,13.57
13817,13,11.8,12.11,6.14
2272,8,13.67,14.25,11.75
8572,12,12.54,8.26,12.84
15387,5,8.47,7.66,11.35
9057,5,12.16,13.52,7.22
19309,5,8.61,8.12,9.95
805,5,11.02,12.15,7.33
2702,14,8.9,5.12,10.85
9292,12,7.62,13.38,14.2
1255,12,5.2,10.74,14.92
18408,8,11.54,11.52,10.39
1166,12,11.2,7.14,9.96
4582,7,14.11,10.23,13.78
3882,9,9.14,12.8,9.82
7765,13,7.19,12.92,14.85
5841,10,11.94,14.87,6.2
6761,6,5.42,10.76,13.26
4398,15,10.3,12.76,11.86
15867,10,14.57,5.45,14.59
1671,10,5.24,8.8,10.02
4016,12,6.84,5.18,6.15
12327,6,6.9,11.82,10.51
4556,11,12.57,13.03,13.67
3578,14,6.31,12.25,11.22
12892,15,14.01,11.64,9.5
16338,13,12.64,6.0,12.61
586,8,10.74,14.62,13.01
17171,8,12.09,6.79,9.57
8588,11,11.88,11.48,7.45
5109,8,7.78,12.33,7.38
12963,13,10.44,9.46,12.13
9584,10,9.93,8.65,8.46
15529,11,14.43,6.1,6.94
18367,7,11.81,9.52,6.73
8015,12,10.65,12.38,6.73
5399,14,10.61,10.46,8.19
7612,8,12.23,14.67,9.61
19403,6,14.3,13.23,5.79
18664,5,11.41,9.57,11.82
18585,13,13.4,6.05,12.62
6566,5,12.21,8.54,14.15
10374,5,6.53,14.92,6.67
11390,6,13.23,5.3,9.46
8590,6,10.66,10.65,5.09
8328,12,5.73,7.9,6.32
6593,5,6.05,7.59,14.57
8240,5,10.87,14.34,5.11
12890,12,14.3,11.62,12.93
8943,5,13.12,14.99,6.32
19909,11,5.2,12.23,11.09
9253,9,8.26,11.67,13.77
13145,12,5.87,8.04,5.71
12576,15,14.49,5.78,6.65
18858,7,9.67,6.4,6.5
2351,15,5.7,12.58,14.95
18459,9,12.43,11.9,8.42
6596,8,12.7,11.1,9.66
3559,5,8.56,7.81,9.38
13310,5,12.24,13.8,10.12
3496,10,14.75,9.78,7.4
893,5,9.61,14.09,8.79
3841,7,10.23,5.74,7.84
4500,7,8.3,5.35,13.38
2909,11,11.58,8.95,6.06
11614,13,13.18,13.91,11.27
11013,6,6.14,13.09,13.26
6475,10,12.72,12.01,10.59
3615,6,7.57,7.8,8.02
8655,13,14.81,5.86,11.72
10908,11,8.22,5.24,11.48
18830,8,11.08,12.44,6.43
14148,12,6.4,11.47,13.66
10739,5,5.83,10.21,8.59
15767,8,13.29,12.12,9.7
737,14,9.17,6.33,5.82
8543,15,10.75,13.1,14.54
7453,10,7.62,14.15,14.16
19622,6,13.93,14.7,6.61
14627,5,6.06,9.49,5.6
14929,6,5.39,13.83,10.46
4324,9,11.73,13.5,10.27
13359,15,5.79,11.33,14.89
4615,7,13.41,10.65,7.13
9329,9,10.34,5.53,12.62
5752,15,6.24,11.6,6.35
6565,7,6.78,7.91,7.04
17743,7,5.92,11.13,9.51
7675,15,11.95,6.26,11.97
9600,14,12.7,13.94,14.09
3012,13,13.37,12.43,14.4
18292,10,6.97,12.63,13.28
11415,11,10.22,12.63,10.65
3416,5,10.52,6.99,6.1
12689,14,13.16,10.95,13.59
2889,11,12.17,7.42,11.56
1466,14,8.14,12.98,9.82
6434,11,9.79,10.76,6.39
19912,6,9.62,14.44,8.5
1208,9,10.37,12.63,9.42
8471,7,14.97,9.93,13.99
2753,14,7.09,6.68,13.86
2491,11,6.19,9.22,8.07
12149,10,14.54,12.91,6.57
963,15,6.76,9.15,14.52
16219,10,13.82,6.93,8.85
3703,7,8.33,5.13,13.44
346,10,9.19,9.54,7.3
10165,11,11.9,10.43,13.67
77,6,7.32,5.31,14.87
16724,13,7.73,9.8,7.53
5098,5,9.34,6.11,9.68
12701,11,6.54,10.68,11.66
13820,5,9.68,5.68,6.1
1461,7,8.02,9.97,14.0
4091,13,13.11,7.15,10.78
16323,15,12.33,8.62,6.06
7723,7,10.98,11.51,7.33
336,12,12.36,11.69,6.99
13932,6,11.96,10.26,11.42
13914,13,6.63,14.95,12.02
13019,14,11.48,7.49,10.91
18646,10,12.75,6.65,8.0
17463,15,6.51,6.61,13.15
4169,13,5.03,9.75,7.23
1072,10,7.39,10.93,8.13
4425,15,14.13,6.64,8.57
18201,15,8.83,10.56,14.83
3992,15,6.36,6.67,8.84
13600,7,13.46,8.84,9.98
182,10,12.71,14.38,6.55
13268,6,7.85,5.5,13.16
3916,7,10.16,11.79,8.19
17430,15,12.8,10.46,5.97
19490,11,10.97,8.0,5.58
17107,10,5.81,12.72,9.56
12596,5,6.89,9.07,8.79
8934,7,11.98,13.71,6.14
4493,11,11.01,11.46,13.94
12891,8,9.73,14.31,13.15
11061,13,10.66,10.04,5.12
16692,12,7.31,13.82,14.25
15150,15,9.62,12.32,10.55
18412,7,11.15,6.3,8.02
2837,14,5.75,10.85,6.5
10385,7,12.84,14.89,7.08
17769,6,8.25,11.8,8.96
8790,12,7.94,11.95,7.6
5050,12,10.82,7.66,10.49
9797,9,9.78,10.18,9.96
8795,15,7.82,9.49,10.49
266,10,8.79,6.31,6.2
14617,13,13.03,8.25,6.58
8183,12,7.5,8.94,10.46
11017,6,5.69,8.11,5.94
14185,10,13.66,13.46,6.55
1032,11,8.96,13.17,5.13
5527,13,13.57,13.34,8.52
14233,12,6.73,7.04,10.45
17095,9,10.14,8.17,7.48
19027,10,10.34,8.64,12.45
10682,11,6.99,7.12,7.29
10161,9,14.49,7.27,9.91
331,7,7.52,10.18,10.4
6615,11,6.45,8.46,13.13
4265,8,12.24,11.96,8.7
15330,7,7.35,14.0,6.59
10140,6,14.65,7.8,12.78
7765,12,14.07,13.59,7.86
5645,12,11.11,10.38,8.17
17275,15,13.38,14.12,8.27
10635,13,13.99,14.24,14.64
19345,9,9.39,5.15,9.15
7282,12,14.52,7.9,8.37
14352,9,12.9,13.86,11.82
285,11,11.99,13.23,8.65
1147,8,14.84,10.2,5.54
18437,9,7.24,7.41,7.33
5256,5,9.31,9.45,9.53
6726,8,12.07,6.97,13.21
17228,6,14.23,12.59,8.63
1572,11,14.44,14.71,8.84
14964,10,13.61,11.73,6.4
16068,8,8.84,7.79,13.55
487,9,11.88,10.48,5.98
11328,6,5.72,12.56,10.57
17549,7,6.27,8.02,7.08
3102,14,14.3,6.77,9.41
17083,15,8.88,11.26,11.27
15983,11,10.43,13.25,6.71
7136,13,8.61,8.01,14.89
3014,15,7.79,12.08,8.63
14699,12,12.9,12.08,11.87
2531,5,13.29,5.35,6.76
17243,6,14.95,14.9,6.91
14841,8,6.82,6.47,13.82
13592,14,6.38,11.94,11.56
4276,13,8.28,8.51,5.91
863,14,11.2,14.49,8.83
5511,9,13.34,6.86,11.71
10658,12,13.0,7.31,11.36
15102,13,7.26,9.47,6.08
15759,12,9.66,11.59,11.41
1865,7,6.61,8.38,5.54
13938,5,5.97,14.34,14.52
7364,8,11.81,5.69,5.18
6297,8,12.44,11.29,10.35
4792,11,8.45,13.26,5.13
2046,13,6.25,13.84,6.08
96,9,7.25,5.99,9.04
8993,8,11.38,7.0,9.35
7970,12,6.54,14.95,9.19
14344,13,10.59,9.77,11.29
12782,15,7.38,14.01,12.48
11849,11,14.54,6.58,5.93
18880,13,11.48,7.06,9.12
17063,9,6.38,12.9,12.25
15531,13,5.16,5.47,7.82
6356,8,5.18,14.17,5.83
9602,10,8.04,12.38,13.71
8636,9,12.89,13.92,8.34
1151,10,6.64,12.91,6.14
16923,15,14.76,8.07,11.13
13262,12,10.45,10.28,10.47
18293,14,14.24,6.61,12.48
2410,12,14.71,13.05,6.17
14452,12,12.32,10.83,9.0
5132,12,10.91,8.37,12.98
3075,5,6.32,12.46,14.08
19367,13,10.96,7.41,9.71
11975,13,8.97,8.73,14.76
14974,5,7.55,10.3,11.99
5896,9,8.69,14.99,11.94
16494,15,11.03,9.68,7.98
5788,5,6.68,13.61,13.89
12932,8,7.59,5.2,12.14
3154,12,10.27,7.82,11.08
3859,13,6.39,6.6,6.71
5397,13,8.29,13.01,6.4
12887,10,10.71,10.4,12.73
19686,5,6.27,6.87,5.87
9308,8,13.22,7.16,8.42
2864,6,12.63,6.76,8.51
14007,14,9.23,13.48,10.94
17440,11,5.95,11.86,11.49
3305,6,10.81,10.12,11.03
4922,13,12.18,12.65,6.61
9900,6,7.09,14.77,14.01
19521,6,5.02,5.17,6.22
10420,5,13.91,8.52,13.65
3256,15,5.27,13.16,9.69
15391,13,13.69,13.14,13.2
6713,8,9.07,13.56,5.32
12966,5,13.81,5.68,8.77
14369,5,10.26,10.02,11.65
8061,5,7.11,12.74,14.7
1469,6,13.84,5.56,10.18
3887,13,12.59,9.57,12.91
13211,9,9.6,8.21,11.2
10323,15,7.36,10.99,13.61
18764,7,7.7,6.97,9.72
8455,9,5.05,12.34,9.47
6024,11,7.99,12.84,7.78
7706,15,11.84,8.39,9.14
3815,5,10.57,6.98,14.77
9163,15,6.45,6.24,7.74
662,9,8.96,10.23,8.94
11098,10,11.51,8.46,6.76
8258,15,7.9,10.05,5.78
3525,11,8.73,9.76,12.15
12921,10,7.78,14.24,12.65
6178,5,8.55,5.5,12.62
13345,14,8.05,7.79,14.46
7736,10,10.14,5.66,13.31
14478,6,12.82,6.0,11.74
8238,9,11.62,13.86,14.92
7111,8,5.95,13.65,10.34
5755,8,8.99,6.21,6.73
8803,13,10.3,12.31,11.63
19241,10,12.24,14.57,14.89
9348,11,13.04,12.34,9.89
17151,13,6.16,14.07,7.72
14942,15,13.41,9.66,11.15
12861,13,13.23,12.05,14.3
11037,12,10.55,11.83,13.4
479,12,12.09,9.64,11.1
18538,8,13.89,5.94,7.9
17693,7,12.25,10.67,14.43
8420,7,13.06,10.13,8.05
8878,5,10.34,5.03,14.86
17253,9,12.25,9.69,9.78
17226,12,9.73,6.91,7.79
19715,15,5.16,7.8,8.59
16009,15,8.2,9.76,9.38
19181,15,14.05,9.75,6.93
11910,7,11.3,8.22,6.89
18446,6,12.44,6.98,10.12
1041,5,7.18,7.33,13.52
14488,6,10.29,6.13,14.2
18023,6,8.71,12.35,14.94
19471,7,6.09,7.44,11.46
12277,7,11.28,12.18,6.26
19918,15,13.03,12.23,7.62
8538,7,10.95,11.11,10.98
13118,9,5.12,13.66,9.25
14853,6,14.58,10.65,9.73
18575,15,10.09,12.73,6.39
12959,11,6.31,11.11,8.47
8019,11,10.15,11.03,8.85
1454,9,8.67,5.59,6.49
12215,7,10.09,5.42,6.25
10648,14,7.46,6.49,10.24
1516,14,7.1,7.53,12.17
4313,11,8.23,12.53,10.99
16356,13,5.35,10.11,14.68
879,5,13.21,7.78,14.02
16074,7,5.24,12.73,11.28
1206,10,7.71,13.11,7.04
18969,15,12.13,8.35,7.1
1723,14,10.14,6.22,10.43
14220,12,6.57,12.22,9.61
14546,6,10.97,8.23,14.48
19849,9,9.42,13.93,13.34
10126,11,9.03,13.14,8.36
16455,5,12.22,6.62,13.13
18570,15,12.79,13.3,13.0
4972,12,11.62,12.58,14.65
5794,9,11.02,8.54,14.47
5101,5,10.3,9.96,6.14
14312,13,7.2,14.54,10.57
8775,13,11.0,13.55,12.53
9430,11,6.76,8.84,13.69
17099,13,13.23,6.78,13.4
17900,13,10.11,11.46,13.67
17890,14,11.78,8.56,12.64
7142,5,9.87,7.28,13.23
9302,13,5.41,7.82,7.12
11048,13,14.57,9.7,7.51
7929,5,10.72,12.47,6.21
16329,15,10.9,13.96,9.63
15278,14,11.49,12.0,7.34
6550,14,7.99,7.14,9.88
9475,14,5.94,13.67,5.58
13969,14,11.58,12.31,12.64
12609,9,12.82,11.68,12.02
996,11,14.93,8.83,9.45
13369,8,7.72,13.57,6.8
10289,7,13.37,12.37,5.86
14501,10,10.18,6.45,10.31
2356,8,11.3,12.51,7.89
18859,5,9.87,9.03,7.73
19659,11,10.76,14.63,5.17
1105,9,8.26,12.46,7.6
14995,14,6.26,9.47,11.65
3815,5,14.61,7.41,8.77
19342,10,8.59,13.98,7.15
18344,7,8.69,8.5,8.36
9902,5,8.98,8.87,9.59
1199,13,12.68,5.3,7.44
13457,6,5.86,14.59,13.89
16559,13,11.6,10.71,6.3
19493,9,8.77,11.79,8.52
17385,14,10.55,14.61,14.34
9559,11,13.88,10.18,7.57
19436,5,8.66,8.79,9.69
2981,11,7.83,11.18,11.45
5845,5,8.65,9.53,10.25
15053,12,13.29,13.35,12.48
11804,14,9.5,6.16,7.04
14162,6,11.26,8.27,11.95
14194,14,12.81,6.69,9.94
12531,8,10.15,11.95,6.23
7394,7,8.77,11.15,11.82
7197,5,5.5,14.35,10.63
17089,6,10.68,12.16,14.63
6426,6,10.52,9.45,10.69
18328,5,7.5,6.95,12.04
15673,9,9.88,9.48,12.7
8081,10,9.96,7.95,10.28
3314,8,5.34,5.53,7.13
7715,12,6.95,12.89,8.97
14665,9,13.86,14.18,7.67
9810,8,12.36,6.18,10.61
1708,6,6.83,9.01,13.51
10994,11,10.92,6.43,12.43
18398,8,8.99,12.0,11.55
15730,14,6.23,10.17,9.82
11762,15,7.85,13.36,9.76
7012,8,7.08,12.63,10.65
17188,14,6.52,9.89,14.58
14730,5,10.42,11.19,13.23
11689,5,10.32,10.72,13.42
18853,11,13.57,12.24,10.63
13202,7,6.43,10.31,13.46
9001,5,13.5,7.43,5.06
19051,13,7.47,6.51,7.36
11040,12,7.77,10.87,10.18
936,14,6.2,5.96,9.4
1735,15,9.56,5.74,12.04
8178,7,11.96,13.44,9.0
9605,13,13.36,8.21,11.15
8841,8,7.02,12.2,5.64
17952,5,5.12,7.24,7.4
6802,8,5.9,12.15,8.81
5951,13,13.23,11.15,13.87
14066,5,10.79,11.2,8.26
16659,13,13.09,11.23,11.87
12697,8,7.05,7.28,9.17
2633,7,5.33,8.12,13.89
15143,12,6.45,5.56,8.68
5238,11,8.68,5.03,9.46
15342,14,12.98,11.2,10.93
15505,13,7.77,6.36,9.42
4161,10,9.61,14.24,11.51
14345,6,13.57,8.44,13.14
13638,12,13.66,6.24,11.62
13875,15,12.69,11.3,10.87
11309,14,9.29,14.0,14.05
15206,8,12.85,9.12,14.5
11412,13,7.9,8.18,9.7
18596,5,6.95,9.06,14.99
14320,8,5.87,12.49,11.9
16714,8,12.09,5.49,7.1
18489,11,13.27,7.69,12.16
14323,8,6.62,9.66,13.0
7126,15,5.58,9.66,5.86
17608,9,6.0,13.68,7.66
3086,6,11.22,9.36,12.51
1485,11,13.85,11.0,12.17
13128,11,10.74,10.09,6.73
8583,11,12.57,10.76,6.3
16375,9,8.27,8.75,11.92
19981,6,13.52,5.43,10.02
11754,10,7.07,5.52,6.52
19779,12,9.62,9.16,9.43
8657,7,10.33,12.25,7.53
11490,8,10.24,14.13,13.38
18284,6,7.51,11.61,9.69
2726,5,13.79,12.09,7.61
2087,10,5.17,8.38,10.92
2962,7,5.17,13.81,13.47
12461,5,5.35,14.47,9.74
8618,11,7.78,13.19,9.0
4864,10,11.15,14.61,9.95
2805,6,10.8,8.25,7.67
3883,14,14.17,9.09,6.94
9149,10,5.56,5.8,6.64
8650,15,8.61,5.16,6.45
10739,13,8.39,7.8,11.22
2549,11,6.08,9.45,12.86
16725,10,7.75,6.64,7.54
5130,10,5.97,11.5,5.81
12355,9,6.22,13.56,9.88
11129,11,13.68,7.04,6.76
18951,10,14.81,6.71,9.99
14751,13,8.45,10.11,14.99
361,9,9.23,11.67,6.98
12365,11,6.91,9.4,14.16
1881,6,8.17,13.09,6.92
8705,14,8.37,13.84,7.18
10431,9,7.85,8.16,6.34
17082,14,9.19,8.16,5.06
15548,15,10.71,11.76,14.23
1961,6,12.77,10.0,9.49
13472,11,12.24,7.2,7.06
18084,6,14.61,9.93,10.86
17987,8,10.99,13.88,13.35
12502,5,9.22,13.79,8.5
18156,10,7.36,12.3,14.63
13382,13,10.9,12.4,5.32
14889,15,8.54,11.36,5.74
3446,10,6.8,7.15,14.04
12072,9,14.04,9.81,14.16
13642,6,14.01,12.1,6.52
15090,12,9.15,6.73,11.79
6915,14,9.39,13.14,13.31
15065,8,5.21,6.12,5.16
13193,10,8.97,6.14,8.02
10316,12,8.48,11.05,9.02
9409,12,5.99,6.26,14.42
10237,5,7.06,14.27,10.59
18352,13,6.75,10.92,14.4
16726,15,12.69,8.37,10.7
2490,13,9.5,11.28,11.08
10824,15,12.09,8.61,8.59
16070,10,5.19,8.29,14.37
11850,6,14.19,10.55,10.65
15745,15,14.67,8.16,5.23
9886,14,13.91,14.71,6.2
7475,5,14.46,12.9,11.28
1472,12,9.57,13.34,6.44
16402,10,7.64,12.39,8.2
6881,12,12.94,11.91,12.99
15278,6,7.59,9.06,7.45
14631,11,9.26,10.41,7.33
13384,8,11.72,10.7,11.05
11755,6,9.23,11.1,7.91
884,8,11.83,13.11,13.71
591,12,13.17,11.12,13.29
16711,10,11.97,13.03,5.0
15420,13,10.14,11.18,10.84
12511,9,10.66,9.88,12.63
4036,10,5.17,9.46,8.56
4547,15,9.71,14.67,9.59
7497,6,7.43,12.19,13.94
12381,7,12.31,6.5,11.29
10335,15,14.15,13.42,7.1
15639,14,5.27,11.72,5.92
15154,12,12.58,14.59,6.23
14981,13,7.07,14.54,5.06
13518,11,12.35,12.77,6.0
11843,13,13.0,14.8,14.34
331,12,5.59,13.82,11.53
11752,7,14.04,14.63,12.33
922,13,12.55,8.97,11.07
5229,5,7.77,7.99,10.11
6521,13,13.28,10.8,13.58
4469,7,5.64,7.58,11.55
11812,5,14.81,12.56,11.24
1655,12,9.92,6.05,8.8
2370,15,13.15,9.85,10.01
8617,5,11.89,8.03,8.79
16000,8,14.26,7.93,13.03
4682,11,9.89,14.47,13.23
13291,11,11.83,7.81,12.3
8242,5,9.61,12.47,14.19
9707,11,13.95,7.17,13.34
18090,6,12.56,8.8,6.19
19727,9,7.21,14.16,14.95
8724,15,9.93,14.26,12.53
17782,6,11.83,9.71,7.04
13359,9,14.61,12.73,6.79
12569,13,6.37,5.07,7.34
18472,8,12.92,10.54,11.92
10760,10,9.1,7.44,12.47
9090,11,11.79,8.76,8.07
17303,11,10.29,5.99,5.73
11865,11,11.15,12.91,9.23
15448,11,5.47,10.92,11.91
11301,10,14.3,14.48,8.47
18468,7,8.22,13.68,5.61
2061,7,7.1,12.77,12.36
18169,8,12.7,13.9,7.47
11963,14,14.74,5.27,8.11
10961,11,10.06,10.89,14.67
15772,14,12.73,12.56,10.56
4700,6,6.67,7.97,9.71
19760,15,11.02,7.37,11.4
16209,10,7.12,9.08,7.91
17964,15,6.01,11.04,12.61
18950,9,5.49,11.74,13.59
366,9,14.91,5.34,5.04
13383,5,14.19,12.81,14.89
14202,13,14.13,13.95,11.12
3845,8,8.22,10.2,11.88
15565,13,13.61,14.22,8.49
8292,13,11.41,7.19,7.66
11868,7,13.58,8.81,7.07
6541,9,14.32,14.48,10.63
10522,5,6.42,14.99,7.68
2526,5,6.29,8.41,5.37
16276,9,5.31,9.81,8.58
896,6,10.73,12.62,9.48
12995,5,5.71,6.37,5.76
2571,7,12.47,7.15,12.99
17199,5,5.02,14.52,7.43
6560,12,8.51,8.07,8.19
568,15,14.31,5.89,6.78
3416,5,9.15,11.63,12.52
18619,5,14.08,8.57,8.75
17187,7,11.69,7.85,8.32
9562,9,10.36,6.65,5.24
19549,7,9.42,7.28,6.46
15039,11,9.68,12.88,13.73
16739,15,7.38,10.69,9.95
9041,12,11.75,6.64,11.77
12884,15,5.01,10.22,11.66
3411,6,6.48,7.72,5.22
4597,6,5.04,6.08,12.22
8263,7,12.29,5.48,5.52
4812,13,11.85,14.32,10.87
2110,10,13.17,11.77,7.09
9729,5,13.19,12.65,8.76
19273,11,5.36,12.98,14.59
10730,7,5.78,5.18,14.55
4447,14,11.89,5.33,13.74
10110,9,8.92,11.52,13.75
17921,8,12.17,6.53,7.96
17865,14,12.98,8.06,6.37
4476,12,10.35,7.93,12.99
2636,8,5.74,8.63,5.94
1173,12,7.29,5.48,9.52
5442,13,13.96,13.69,5.31
1441,12,14.0,12.88,13.12
17306,5,14.21,8.85,12.38
1463,7,10.99,5.13,12.69
11801,5,13.75,12.13,11.8
18031,6,6.67,8.4,5.67
11122,14,10.87,7.29,5.07
3286,12,5.33,6.49,11.76
18268,6,9.62,10.33,13.45
12497,15,6.88,13.11,6.74
5099,8,14.29,13.58,8.44
1484,12,12.79,9.84,14.61
15283,14,5.78,14.2,6.34
18332,6,9.77,7.02,5.46
8576,8,14.34,12.97,10.98
10005,14,13.86,8.81,9.63
17673,14,10.55,11.77,10.2
15993,6,12.22,13.51,6.99
10959,6,9.2,11.79,10.21
15214,7,7.44,14.52,5.96
13813,15,8.63,12.92,7.2
18677,6,10.57,9.95,12.82
3575,6,9.23,5.5,7.54
15990,15,5.36,13.48,7.54
13091,12,5.01,14.59,6.46
14982,13,10.32,14.48,14.15
5342,10,10.67,12.5,7.22
7904,10,13.98,7.01,8.88
5012,5,6.11,12.12,8.87
6675,7,6.5,12.5,14.21
4821,15,9.46,9.08,12.66
19024,5,10.56,9.82,5.75
16577,6,5.86,14.32,11.82
9871,13,11.07,7.33,10.79
2650,7,5.23,11.8,6.49
1506,6,5.09,12.37,13.31
11639,14,6.15,14.47,5.75
5444,15,11.5,8.51,13.27
18358,11,13.42,9.55,11.96
12818,8,10.27,13.79,9.82
5629,12,5.88,8.86,13.12
10765,11,7.32,9.17,6.32
14449,14,9.72,12.67,5.83
240,15,11.99,8.78,14.39
7818,11,5.34,6.33,14.47
12003,15,14.92,12.55,10.27
9021,6,10.43,12.57,7.24
13043,7,14.09,11.75,11.63
18250,15,5.9,6.99,9.78
18336,15,6.23,10.36,9.0
4146,8,13.67,6.48,12.56
16939,6,6.25,9.83,11.1
2927,11,13.03,14.89,14.52
10480,15,7.89,13.9,5.4
5083,6,13.72,12.29,6.04
12961,7,7.24,13.76,6.79
7863,5,12.09,14.0,11.45
8623,14,6.04,11.46,14.77
3082,7,12.51,13.07,12.46
15232,11,14.32,5.57,7.68
19052,13,14.3,14.26,11.14
90,12,12.69,8.35,11.85
1912,5,11.04,12.63,14.02
12265,15,6.48,9.57,7.01
9383,8,6.27,7.11,6.85
15108,15,12.04,6.89,13.8
11134,13,5.56,7.13,11.04
15465,9,6.03,9.96,12.36
16005,15,9.56,13.19,10.5
16499,13,7.38,12.21,9.93
3132,14,14.97,12.67,5.37
5915,7,6.81,11.05,13.62
6746,9,10.25,6.69,9.13
11282,15,13.47,14.86,13.95
10687,5,13.0,9.53,9.52
12055,7,9.88,12.0,7.48
7647,14,5.67,10.8,12.57
7223,13,14.17,12.77,12.54
13094,15,7.04,14.16,7.8
1454,12,13.13,5.82,10.8
7405,15,6.25,13.62,5.79
3503,5,5.28,5.94,10.9
3734,6,11.8,8.29,12.38
16947,13,14.22,7.74,11.2
9772,14,7.3,9.98,10.06
4203,12,12.45,7.22,12.31
12715,5,8.74,10.65,6.62
16696,6,14.14,11.43,12.56
14356,7,5.36,10.8,14.74
13953,15,8.19,14.45,13.15
12342,10,13.2,11.15,9.16
16925,8,14.87,13.4,10.03
7021,14,13.29,5.1,5.44
7895,10,12.04,8.49,6.89
7703,5,10.09,9.34,14.14
5689,8,9.69,5.96,13.34
10599,11,6.93,9.67,12.71
4260,9,9.74,14.39,13.53
19964,6,13.98,10.68,9.43
12440,13,7.79,13.06,10.16
6185,8,14.44,7.23,8.78
19748,7,7.81,9.51,13.53
16502,12,12.23,14.46,5.07
5019,10,5.81,13.05,12.33
11198,5,6.99,14.18,9.65
12508,11,14.02,9.13,13.9
10921,7,6.91,9.8,13.26
104,11,8.86,8.01,11.91
614,5,7.79,9.85,7.66
13619,8,12.54,11.78,14.15
18440,15,12.3,11.91,6.27
940,9,11.6,7.72,9.27
69,15,11.42,7.41,13.85
9095,7,12.5,11.56,5.54
4755,14,10.59,7.25,8.07
10766,9,9.54,11.38,8.28
15379,13,13.51,5.89,14.29
9282,10,8.17,14.46,10.18
11052,9,14.47,13.18,5.22
4415,15,11.6,9.49,8.47
19345,12,6.04,6.18,10.36
829,12,12.86,11.6,14.94
9844,15,9.16,10.4,9.95
11017,12,11.87,13.56,12.05
5296,7,5.95,12.16,13.22
6051,12,6.29,9.79,12.13
9207,10,7.46,10.94,13.85
11612,12,10.86,7.85,13.94
608,14,12.82,8.72,9.6
838,12,10.65,5.81,7.08
15674,9,10.94,11.85,13.04
16528,15,13.8,10.84,10.09
4118,5,9.52,12.43,9.97
6423,13,9.93,7.02,7.24
18070,15,13.65,14.82,9.97
6687,15,8.71,6.15,11.08
15058,10,11.28,13.67,6.61
7912,5,9.65,11.66,11.99
16596,12,7.93,8.78,13.66
10080,10,7.54,7.93,9.26
782,12,9.43,8.86,13.53
11339,9,11.74,13.67,13.13
2607,13,12.41,9.31,9.47
16020,13,10.82,9.73,12.84
5965,9,8.33,5.23,6.13
7758,14,12.61,9.87,12.12
379,9,8.54,6.44,8.27
5534,13,5.73,13.5,12.15
5210,5,8.54,5.56,6.22
27,12,11.97,12.94,7.81
3499,15,5.54,13.09,5.92
15693,8,7.75,6.9,14.25
1780,14,10.24,8.5,8.04
9261,12,13.09,11.76,9.68
9877,10,11.13,7.49,7.81
18290,12,12.06,14.98,9.75
2223,5,12.55,10.33,11.39
1833,13,11.47,6.82,13.64
1896,8,7.38,11.2,9.4
11941,11,5.9,13.18,14.66
19446,6,7.75,9.34,14.48
3823,6,14.73,8.54,5.39
1553,12,14.12,5.37,11.58
11700,6,11.07,7.99,10.67
10470,6,9.09,11.56,13.64
16023,15,6.46,14.96,5.87
15015,14,11.31,13.49,8.96
9102,13,12.68,10.24,9.97
10137,6,6.6,6.4,10.51
10970,14,6.99,9.91,7.34
14414,7,6.39,13.26,14.23
3774,13,14.07,8.46,11.28
15150,5,8.0,7.25,6.63
16536,13,7.51,12.65,8.42
15736,7,11.88,14.54,12.97
12167,9,6.18,14.34,5.65
14642,7,9.39,8.91,7.97
12476,9,9.87,11.85,11.81
10772,10,11.54,13.07,13.29
12690,15,12.35,8.05,10.37
17225,6,9.54,10.53,14.54
11813,8,9.17,11.21,10.09
5945,14,10.11,12.54,5.23
16963,6,8.59,13.47,7.3
5261,15,7.5,9.79,13.34
8936,12,12.19,11.73,9.63
18184,14,5.58,9.73,14.62
243,13,9.02,13.25,14.97
18468,6,14.5,8.1,8.02
19471,14,12.05,5.31,10.51
8215,15,7.85,12.23,6.2
7771,8,8.67,8.76,6.15
19202,13,14.56,8.52,8.34
